"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d"," +ESI TIC MRM Frag=166.0V (** -> **) 02_WT_rRNA.d "
"No integration results available"
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_WT_rRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"16" ,2.230,2.296,2.400,6.75,17.75,11.91,15.29,1.65,0.169,0.032,46.82,46.22,2.132,2.206,2.395,2.453,46.22,46.22,1.67,52.98,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"17" ,2.453,2.485,2.560,4.43,11.47,7.70,10.03,1.07,0.107,0.044,46.22,46.39,2.395,2.453,2.551,2.560,46.22,46.22,1.83,50.65,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"18" ,2.560,2.609,2.633,7.35,18.35,12.31,16.64,1.71,0.074,0.041,46.39,50.99,2.551,2.560,2.625,2.625,46.22,46.22,0.37,53.58,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"19" ,2.633,2.658,2.699,8.04,17.75,11.91,18.20,1.65,0.066,0.045,50.99,46.99,2.625,2.625,2.691,2.707,46.22,46.22,1.23,54.26,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"20" ,2.699,2.732,2.806,1.72,4.33,2.91,3.89,0.40,0.107,0.038,46.99,46.25,2.691,2.707,2.912,2.954,46.22,46.23,1.10,47.94,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"21" ,2.953,2.986,3.019,1.08,2.05,1.38,2.44,0.19,0.066,0.031,46.21,46.29,2.912,2.954,3.011,3.019,46.21,46.21,0.99,47.29,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"22" ,3.019,3.052,3.109,2.47,5.24,3.52,5.60,0.49,0.090,0.032,46.29,46.37,3.011,3.019,3.134,3.166,46.21,46.22,1.24,48.69,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"23" ,3.150,3.199,3.215,4.08,7.29,4.89,9.23,0.68,0.065,0.031,46.24,47.57,3.134,3.166,3.207,3.215,46.22,46.23,0.52,50.30,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"24" ,3.215,3.248,3.281,4.18,9.74,6.54,9.46,0.91,0.065,0.036,47.57,47.13,3.207,3.215,3.273,3.281,46.23,46.23,0.80,50.41,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"25" ,3.281,3.314,3.387,7.77,17.68,11.86,17.59,1.65,0.106,0.032,47.13,46.54,3.273,3.281,3.412,3.420,46.23,46.23,1.07,54.00,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"26" ,3.420,3.453,3.518,14.43,33.17,22.25,32.67,3.09,0.098,0.033,46.37,47.02,3.412,3.420,3.510,3.518,46.23,46.23,1.58,60.66,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"27" ,3.518,3.584,3.657,8.80,29.86,20.03,19.93,2.78,0.139,0.048,47.02,46.54,3.510,3.518,3.690,3.723,46.23,46.23,0.69,55.04,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"28" ,3.812,3.845,3.894,10.52,19.90,13.35,23.82,1.85,0.081,0.031,46.24,46.76,3.780,3.812,3.886,3.894,46.24,46.24,1.15,56.76,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"29" ,3.894,3.926,3.966,1.56,3.32,2.23,3.53,0.31,0.072,0.035,46.76,46.24,3.886,3.894,3.967,3.983,46.24,46.24,0.72,47.80,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"30" ,3.989,4.048,4.097,4.07,8.57,5.75,9.22,0.80,0.108,0.031,46.24,46.48,3.967,3.983,4.089,4.097,46.24,46.24,1.33,50.31,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"31" ,4.097,4.130,4.184,1.34,2.76,1.85,3.04,0.26,0.087,0.032,46.48,46.25,4.089,4.097,4.219,4.268,46.24,46.25,0.80,47.59,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"32" ,4.325,4.357,4.382,2.44,4.54,3.05,5.52,0.42,0.057,0.031,46.26,46.73,4.219,4.268,4.374,4.382,46.25,46.25,0.79,48.69,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"33" ,4.382,4.414,4.479,3.92,8.39,5.63,8.87,0.78,0.097,0.032,46.73,46.34,4.374,4.382,4.609,4.690,46.25,46.25,0.90,50.17,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"34" ,4.885,4.917,4.982,10.32,19.48,13.07,23.36,1.81,0.097,0.030,46.25,46.44,4.820,4.885,5.006,5.047,46.25,46.25,1.08,56.57,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"35" ,5.051,5.079,5.085,2.34,2.53,1.70,5.30,0.24,0.034,0.016,47.40,48.83,5.006,5.047,5.087,5.096,47.40,48.83,0.27,50.93,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"36" ,5.135,5.193,5.265,14.81,38.35,25.73,33.52,3.57,0.130,0.041,50.78,52.37,5.087,5.096,5.332,5.340,50.78,52.37,0.81,66.30,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"37" ,5.377,5.405,5.429,12.71,16.70,11.20,28.78,1.55,0.052,0.021,53.74,54.38,5.332,5.340,5.462,5.470,53.74,54.38,0.75,66.80,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"38" ,5.477,5.502,5.509,9.75,8.30,5.57,22.06,0.77,0.032,0.018,54.97,55.36,5.462,5.470,5.527,5.535,54.97,55.36,0.25,65.03,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"39" ,5.604,5.633,5.665,10.87,16.26,10.91,24.60,1.51,0.062,0.030,55.15,49.38,5.592,5.600,5.665,5.673,55.15,49.38,0.35,63.31,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"40" ,5.682,5.698,5.706,3.47,3.16,2.12,7.86,0.29,0.024,0.027,51.97,56.87,5.665,5.673,5.755,5.763,51.97,56.87,3.86,58.71,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"41" ,5.775,5.787,5.811,8.04,8.56,5.74,18.21,0.80,0.036,0.021,58.63,59.06,5.755,5.763,5.837,5.845,58.63,59.06,2.11,66.82,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"42" ,5.869,5.878,5.894,3.51,2.50,1.68,7.95,0.23,0.025,0.011,54.84,54.73,5.837,5.845,5.902,5.902,54.84,54.73,1.90,58.31,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"43" ,6.017,6.034,6.086,8.62,22.06,14.80,19.52,2.05,0.069,0.054,61.59,62.43,5.985,5.993,6.091,6.100,61.59,62.43,3.39,70.42,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"44" ,6.221,6.256,6.281,9.05,20.75,13.92,20.48,1.93,0.060,0.041,66.49,68.60,6.198,6.207,6.273,6.281,66.49,66.41,0.75,75.49,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"45" ,6.281,6.297,6.321,5.20,9.27,6.22,11.78,0.86,0.040,0.035,68.60,66.35,6.273,6.281,6.330,6.339,66.41,66.35,0.91,71.59,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"46" ,6.343,6.372,6.388,9.42,14.15,9.50,21.32,1.32,0.045,0.028,66.32,66.52,6.330,6.339,6.397,6.397,66.32,66.26,0.33,75.70,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"47" ,6.388,6.455,6.488,14.81,30.65,20.56,33.52,2.85,0.100,0.032,66.52,66.39,6.397,6.397,6.480,6.488,66.26,66.13,0.55,80.98,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"48" ,6.488,6.555,6.621,29.42,143.74,96.43,66.61,13.38,0.133,0.093,66.39,76.19,6.480,6.488,6.613,6.621,61.26,59.26,0.89,89.68,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"49" ,6.621,6.637,6.662,21.18,46.40,31.13,47.94,4.32,0.041,0.058,76.19,70.70,6.613,6.621,6.671,6.671,59.26,58.64,1.33,80.19,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"50" ,6.662,6.671,6.751,15.31,50.21,33.68,34.65,4.67,0.089,0.059,70.70,57.30,6.662,6.662,6.878,6.886,58.64,57.30,8.78,73.82,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"51" ,6.894,6.911,6.936,3.07,5.07,3.40,6.95,0.47,0.041,0.030,48.70,48.05,6.878,6.886,6.960,6.994,48.70,48.05,1.38,51.51,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"52" ,6.985,7.035,7.106,3.10,8.57,5.75,7.03,0.80,0.121,0.041,46.64,46.71,6.960,6.994,7.110,7.126,46.63,46.71,2.12,49.77,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"53" ,7.129,7.167,7.208,3.15,7.30,4.90,7.12,0.68,0.079,0.038,46.74,46.78,7.110,7.126,7.225,7.234,46.74,46.78,1.01,49.91,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"54" ,7.285,7.333,7.369,1.63,3.45,2.31,3.69,0.32,0.085,0.032,46.83,46.89,7.275,7.283,7.400,7.425,46.83,46.89,0.86,48.49,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"55" ,7.450,7.483,7.520,4.12,7.81,5.24,9.32,0.73,0.071,0.031,46.94,46.98,7.400,7.425,7.549,7.557,46.94,46.98,1.04,51.07,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"56" ,7.576,7.607,7.641,1.74,3.62,2.43,3.95,0.34,0.065,0.035,47.02,47.06,7.549,7.557,7.665,7.673,47.02,47.06,1.12,48.78,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"57" ,7.682,7.707,7.749,1.19,2.26,1.52,2.68,0.21,0.068,0.025,47.08,47.13,7.665,7.673,7.756,7.765,47.08,47.13,1.75,48.28,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"58" ,7.910,7.931,7.980,0.90,3.01,2.02,2.03,0.28,0.071,0.019,47.28,46.10,7.897,7.906,7.947,7.947,47.28,46.10,0.27,47.83,,,  ,377.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"59" ,7.980,7.989,7.997,6.21,1.57,1.05,14.07,0.15,0.017,0.008,46.10,46.00,7.947,7.947,7.997,7.997,46.01,46.00,0.98,52.22,,,  ,377.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@10.0 (459.0 -> 327.0) 07_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"1" ,0.420,0.550,0.632,102.17,671.28,5.37,2.85,4.70,0.212,0.102,56.74,76.10,0.420,0.436,0.624,0.673,46.84,46.91,0.97,149.05,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"2" ,0.632,0.738,0.795,46.54,332.21,2.66,1.30,2.32,0.163,0.171,76.10,69.96,0.624,0.673,0.803,0.803,46.91,46.96,0.57,93.49,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"3" ,0.795,0.836,0.885,47.83,167.10,1.34,1.34,1.17,0.090,0.068,69.96,56.77,0.803,0.803,0.893,0.909,46.96,46.99,2.25,94.80,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"4" ,1.154,1.218,1.308,39.10,164.81,1.32,1.09,1.15,0.154,0.077,47.07,48.07,1.120,1.153,1.300,1.308,47.07,47.12,1.23,86.20,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"5" ,5.495,5.527,5.576,72.95,185.84,1.49,2.04,1.30,0.081,0.042,54.57,73.75,5.446,5.462,5.592,5.608,54.57,73.75,2.45,135.17,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"6" ,5.625,5.698,5.886,3581.85,12510.48,100.00,100.00,87.51,0.261,0.053,80.00,86.52,5.592,5.608,5.919,5.944,80.00,75.38,1.65,3660.56,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"7" ,6.531,6.605,6.714,43.92,265.00,2.12,1.23,1.85,0.184,0.100,101.81,90.96,6.522,6.539,6.920,6.945,92.63,90.96,1.09,135.87,,,  ,327.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@8.0 (427.0 -> 295.0) 07_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"1" ,3.136,3.282,3.421,57.48,368.45,3.19,1.82,2.28,0.285,0.110,46.97,47.51,3.110,3.134,3.396,3.429,46.97,46.82,1.06,104.38,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"2" ,3.421,3.543,3.666,54.90,296.62,2.57,1.74,1.84,0.245,0.079,47.51,47.41,3.396,3.429,3.650,3.666,46.82,46.69,0.88,101.66,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"3" ,5.422,5.470,5.511,40.30,139.90,1.21,1.28,0.87,0.089,0.059,50.86,56.86,5.397,5.422,5.503,5.511,46.16,46.16,0.56,86.46,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"4" ,5.511,5.568,5.723,3156.33,11562.30,100.00,100.00,71.69,0.212,0.054,56.86,66.95,5.503,5.511,5.715,5.739,48.05,48.74,1.58,3204.57,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"5" ,5.780,5.821,5.895,29.99,132.79,1.15,0.95,0.82,0.115,0.098,73.67,67.00,5.772,5.772,5.887,5.895,56.42,55.92,1.51,86.23,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"6" ,5.985,6.084,6.142,54.94,355.48,3.07,1.74,2.20,0.156,0.112,65.10,99.44,5.961,5.994,6.117,6.142,55.53,54.86,0.47,110.05,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"7" ,6.142,6.166,6.191,61.69,167.98,1.45,1.95,1.04,0.050,0.074,99.44,110.34,6.117,6.142,6.183,6.191,54.86,54.65,0.50,116.44,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"8" ,6.191,6.273,6.348,110.51,763.06,6.60,3.50,4.73,0.157,0.173,110.34,122.36,6.183,6.191,6.340,6.356,54.65,53.97,0.92,164.80,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"9" ,6.348,6.381,6.390,84.53,192.88,1.67,2.68,1.20,0.042,0.083,122.36,133.69,6.340,6.356,6.398,6.423,53.97,53.79,1.00,138.36,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"10" ,6.390,6.498,6.531,120.31,822.65,7.11,3.81,5.10,0.142,0.134,133.69,141.65,6.398,6.423,6.523,6.531,53.79,53.18,0.33,173.63,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"11" ,6.531,6.589,6.838,128.95,1326.40,11.47,4.09,8.22,0.306,0.194,141.65,52.11,6.523,6.531,6.879,6.912,53.18,51.86,3.16,181.88,,,  ,295.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@4.0 (398.0 -> 266.0) 07_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"1" ,0.649,0.714,0.795,27.40,109.73,1.01,0.86,0.95,0.147,0.067,51.07,46.84,0.641,0.649,0.787,0.795,46.25,46.24,0.76,73.65,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"2" ,3.176,3.266,3.291,30.63,131.73,1.21,0.96,1.14,0.114,0.081,46.22,72.54,2.955,3.078,3.299,3.299,46.22,46.22,0.43,76.84,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"3" ,5.554,5.625,5.707,41.35,175.91,1.62,1.30,1.52,0.153,0.058,57.60,59.36,5.520,5.528,5.699,5.699,57.60,57.60,1.18,98.95,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"4" ,5.945,6.003,6.192,3179.96,10883.09,100.00,100.00,94.30,0.247,0.051,52.60,71.39,5.937,5.945,6.200,6.200,52.60,51.48,1.67,3232.30,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"5" ,6.209,6.266,6.316,29.29,121.90,1.12,0.92,1.06,0.107,0.076,66.36,63.38,6.200,6.200,6.316,6.324,60.83,59.06,0.87,89.17,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"6" ,6.623,6.640,6.789,27.92,119.00,1.09,0.88,1.03,0.166,0.072,76.25,51.26,6.615,6.623,6.797,6.797,53.99,51.26,3.90,81.64,,,  ,266.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@4.0 (382.0 -> 250.0) 07_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"1" ,0.192,0.224,0.279,2.01,3.72,1.21,2.97,0.18,0.087,0.030,46.02,46.02,0.077,0.192,0.282,0.347,46.02,46.02,1.01,48.03,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"2" ,0.437,0.469,0.527,3.71,7.09,2.30,5.49,0.34,0.090,0.031,46.03,46.13,0.388,0.437,0.543,0.600,46.03,46.04,1.10,49.75,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"3" ,0.593,0.633,0.641,5.36,8.45,2.75,7.93,0.41,0.048,0.030,46.04,48.63,0.543,0.600,0.641,0.649,46.04,46.05,0.53,51.41,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"4" ,0.641,0.673,0.682,4.08,8.58,2.79,6.03,0.41,0.041,0.049,48.63,49.03,0.641,0.649,0.682,0.690,46.05,46.05,0.50,50.12,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"5" ,0.682,0.739,0.779,8.08,24.31,7.90,11.95,1.17,0.098,0.038,49.03,46.77,0.682,0.690,0.771,0.779,46.05,46.06,0.67,54.13,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"6" ,0.779,0.853,0.869,10.48,24.24,7.88,15.51,1.17,0.090,0.032,46.77,49.31,0.771,0.779,0.877,0.877,46.06,46.06,0.35,56.54,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"7" ,0.869,0.877,1.007,3.96,11.11,3.61,5.87,0.53,0.138,0.039,49.31,46.13,0.869,0.869,0.975,1.007,46.06,46.07,7.81,50.03,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"8" ,1.007,1.040,1.121,3.67,8.61,2.80,5.44,0.41,0.114,0.036,46.13,46.08,0.975,1.007,1.121,1.162,46.07,46.08,1.54,49.75,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"9" ,1.162,1.235,1.349,67.59,299.94,97.49,100.00,14.44,0.187,0.054,46.08,50.52,1.121,1.162,1.349,1.357,46.08,46.09,1.78,113.67,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"10" ,1.349,1.382,1.447,7.79,20.11,6.54,11.52,0.97,0.098,0.039,50.52,46.35,1.349,1.357,1.479,1.626,46.09,46.10,1.19,53.88,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"11" ,1.601,1.674,1.740,3.56,7.61,2.47,5.27,0.37,0.139,0.031,46.13,46.15,1.479,1.626,1.764,1.854,46.11,46.12,1.16,49.68,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"12" ,1.887,1.928,1.969,9.60,20.27,6.59,14.21,0.98,0.081,0.032,46.12,47.23,1.764,1.854,1.961,1.969,46.12,46.13,1.35,55.73,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\07_WT-tRNA.d" ,"13" ,1.969,2.043,2.051,11.37,31.67,10.29,16.82,1.52,0.082,0.066,47.23,52.05,1.961,1.969,2.051,2.059,46.13,46.13,0.22,57.50,,,  ,250.0,,,,,,,,,,,
