"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"1" ,0.364,0.384,0.399,3.07,3.87,1.34,5.81,0.61,0.035,0.021,-1.87,-1.25,0.356,0.359,0.402,0.403,-1.87,-1.25,1.00,1.55,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"2" ,0.406,0.431,0.561,4.65,20.35,7.06,8.80,3.19,0.155,0.061,-1.15,-0.16,0.402,0.403,0.559,0.561,-1.15,-0.60,5.60,3.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"3" ,0.561,0.579,0.601,52.82,53.78,18.66,100.00,8.44,0.040,0.015,-0.16,6.54,0.559,0.561,0.596,0.606,-0.60,-0.45,2.40,52.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"4" ,0.601,0.608,0.624,8.11,6.77,2.35,15.36,1.06,0.023,0.018,6.54,-0.29,0.596,0.606,0.623,0.624,-0.45,-0.37,1.06,7.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"5" ,0.624,0.646,0.746,1.30,5.25,1.82,2.47,0.82,0.122,0.090,-0.29,0.10,0.623,0.624,0.782,0.788,-0.37,0.07,6.59,1.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"6" ,1.108,1.196,1.303,8.32,47.79,16.58,15.75,7.50,0.195,0.096,-0.49,-0.06,1.074,1.089,1.302,1.305,-0.49,-0.06,1.17,8.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"7" ,3.108,3.249,3.412,15.84,124.41,43.17,29.99,19.52,0.304,0.127,-1.02,-0.09,3.092,3.096,3.412,3.417,-1.02,-0.09,1.26,15.25,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"8" ,3.420,3.528,3.651,15.76,86.91,30.16,29.85,13.64,0.231,0.087,-0.10,-1.13,3.412,3.417,3.665,3.667,-0.10,-1.13,0.95,15.19,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d" ,"9" ,7.104,7.290,7.505,20.08,288.19,100.00,38.03,45.22,0.402,0.300,-0.55,17.06,7.027,7.030,7.505,7.509,-0.55,17.06,1.89,27.69,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d"," DAD1 - B:Sig=260,4  Ref=360,60 86_G5.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"1" ,0.365,0.384,0.399,2.78,3.47,1.20,6.85,0.60,0.034,0.021,-1.67,-1.03,0.357,0.359,0.401,0.402,-1.67,-1.03,1.01,1.46,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"2" ,0.402,0.431,0.561,4.55,18.72,6.50,11.19,3.22,0.159,0.064,-1.27,-0.20,0.401,0.402,0.561,0.563,-1.27,-0.20,5.40,3.48,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"3" ,0.574,0.592,0.640,40.64,50.68,17.59,100.00,8.73,0.066,0.017,-0.08,-0.11,0.561,0.563,0.643,0.644,-0.08,-0.11,3.20,40.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"4" ,0.650,0.678,0.755,0.78,2.92,1.01,1.93,0.50,0.105,0.063,-0.11,-0.15,0.643,0.644,0.754,0.759,-0.11,-0.15,2.40,0.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"5" ,1.147,1.204,1.335,10.57,42.05,14.60,26.00,7.24,0.188,0.062,-0.44,-0.32,1.125,1.131,1.344,1.347,-0.44,-0.32,1.67,10.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"6" ,3.157,3.267,3.389,15.78,100.58,34.91,38.84,17.32,0.232,0.102,-0.83,0.16,3.130,3.134,3.432,3.436,-0.83,0.13,1.24,15.40,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"7" ,3.436,3.534,3.649,14.60,74.11,25.73,35.94,12.76,0.213,0.080,-0.39,-1.15,3.432,3.436,3.674,3.680,-0.39,-1.15,1.07,13.86,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\86_G5.d" ,"8" ,7.102,7.298,7.505,19.74,288.09,100.00,48.57,49.62,0.403,0.298,-0.65,17.10,7.026,7.035,7.505,7.509,-0.65,17.10,1.71,27.72,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d"," DAD1 - B:Sig=260,4  Ref=360,60 87_G6.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"1" ,0.403,0.432,0.562,4.49,19.05,3.25,10.00,1.32,0.159,0.064,-1.37,-0.22,0.401,0.403,0.561,0.564,-1.37,-0.22,5.33,3.34,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"2" ,0.566,0.583,0.627,44.93,52.14,8.89,100.00,3.61,0.061,0.015,-0.18,-0.22,0.561,0.564,0.630,0.631,-0.18,-0.22,3.17,44.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"3" ,1.127,1.202,1.321,8.73,43.62,7.44,19.42,3.02,0.194,0.081,-0.54,-0.27,1.121,1.124,1.320,1.323,-0.54,-0.27,1.49,8.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"4" ,3.138,3.269,3.417,15.23,109.99,18.75,33.89,7.62,0.278,0.116,-1.02,-0.20,3.125,3.129,3.432,3.438,-1.02,-0.20,1.24,14.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"5" ,3.433,3.539,3.665,14.94,78.00,13.30,33.24,5.41,0.232,0.082,-0.32,-1.29,3.432,3.438,3.669,3.671,-0.32,-1.29,0.99,14.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"6" ,7.039,7.294,7.506,30.28,553.33,94.34,67.38,38.35,0.467,0.323,-3.75,16.44,7.027,7.030,7.505,7.509,-3.75,-1.56,1.21,27.72,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\87_G6.d" ,"7" ,7.506,7.517,8.804,22.82,586.55,100.00,50.79,40.66,1.298,0.473,16.44,-0.13,7.505,7.509,8.802,8.806,-2.83,-0.13,103.13,20.01,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d"," DAD1 - B:Sig=260,4  Ref=360,60 88_G7.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"1" ,0.364,0.385,0.399,2.80,3.48,1.20,6.42,0.57,0.035,0.020,-1.82,-0.93,0.356,0.359,0.401,0.403,-1.82,-0.93,0.88,1.51,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"2" ,0.403,0.432,0.561,4.49,18.43,6.34,10.30,3.02,0.158,0.064,-1.20,-0.19,0.401,0.403,0.559,0.564,-1.20,-0.19,5.19,3.48,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"3" ,0.568,0.589,0.636,43.60,54.67,18.80,100.00,8.96,0.067,0.017,-0.16,-0.13,0.559,0.564,0.638,0.639,-0.16,-0.13,3.18,43.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"4" ,0.643,0.669,0.746,0.86,3.13,1.07,1.98,0.51,0.103,0.065,-0.13,-0.07,0.638,0.639,0.746,0.753,-0.13,-0.07,2.90,0.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"5" ,1.133,1.202,1.345,10.49,45.41,15.61,24.06,7.45,0.212,0.068,-0.51,-0.33,1.129,1.136,1.344,1.348,-0.51,-0.33,1.69,10.04,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"6" ,3.129,3.270,3.429,16.69,114.29,39.29,38.29,18.74,0.300,0.108,-1.11,-0.32,3.115,3.124,3.428,3.431,-1.12,-0.32,1.24,15.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"7" ,3.437,3.536,3.658,15.47,79.61,27.37,35.49,13.05,0.221,0.081,-0.31,-1.20,3.428,3.431,3.694,3.696,-0.31,-1.20,1.05,14.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\88_G7.d" ,"8" ,7.094,7.295,7.505,19.99,290.85,100.00,45.85,47.69,0.411,0.299,-1.19,17.10,7.033,7.037,7.505,7.509,-1.19,17.10,1.77,27.74,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d"," DAD1 - B:Sig=260,4  Ref=360,60 89_G8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"1" ,0.365,0.384,0.398,2.79,3.33,1.15,5.75,0.55,0.033,0.020,-1.72,-1.09,0.358,0.359,0.400,0.401,-1.72,-1.09,0.82,1.44,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"2" ,0.407,0.430,0.538,5.77,15.41,5.34,11.91,2.53,0.131,0.041,-0.17,0.12,0.400,0.401,0.559,0.564,-0.17,0.09,4.18,5.65,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"3" ,0.564,0.584,0.629,48.48,57.12,19.79,100.00,9.38,0.065,0.016,-0.16,-0.26,0.559,0.564,0.629,0.630,-0.18,-0.26,2.96,48.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"4" ,1.131,1.210,1.310,8.58,44.99,15.58,17.69,7.39,0.178,0.087,-0.49,-0.02,1.120,1.124,1.334,1.336,-0.49,-0.02,1.27,8.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"5" ,3.150,3.282,3.431,15.66,117.43,40.67,32.29,19.29,0.281,0.121,-0.95,-0.19,3.126,3.129,3.437,3.445,-0.95,-0.19,1.18,15.06,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"6" ,3.445,3.547,3.653,15.86,81.82,28.34,32.71,13.44,0.208,0.081,-0.23,-0.94,3.437,3.445,3.678,3.680,-0.23,-0.94,1.02,15.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\89_G8.d" ,"7" ,7.103,7.301,7.505,19.63,288.71,100.00,40.49,47.42,0.402,0.299,-0.62,17.06,7.028,7.032,7.505,7.509,-0.62,17.06,1.66,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d"," DAD1 - B:Sig=260,4  Ref=360,60 90_G9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"1" ,0.359,0.384,0.402,3.41,4.75,1.65,6.60,0.76,0.043,0.023,-2.24,-1.37,0.357,0.359,0.401,0.402,-2.24,-1.71,0.96,1.49,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"2" ,0.402,0.432,0.558,5.34,21.86,7.61,10.32,3.48,0.156,0.064,-1.37,-0.18,0.401,0.402,0.557,0.559,-1.80,-0.18,4.90,3.85,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"3" ,0.561,0.576,0.598,51.73,50.85,17.71,100.00,8.10,0.037,0.015,-0.01,6.58,0.557,0.559,0.594,0.604,-0.01,-0.03,2.45,51.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"4" ,0.598,0.604,0.618,7.79,6.11,2.13,15.06,0.97,0.020,0.017,6.58,-0.04,0.594,0.604,0.619,0.620,-0.03,-0.04,1.07,7.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"5" ,0.623,0.641,0.763,1.00,4.55,1.59,1.92,0.73,0.140,0.081,-0.04,-0.11,0.619,0.620,0.769,0.772,-0.04,-0.11,6.01,0.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"6" ,1.105,1.196,1.310,7.54,46.90,16.33,14.57,7.47,0.205,0.105,-0.53,-0.11,1.087,1.094,1.313,1.318,-0.53,-0.11,1.17,7.20,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"7" ,3.104,3.254,3.414,14.78,121.61,42.35,28.56,19.38,0.310,0.134,-1.09,-0.13,3.096,3.098,3.414,3.416,-1.09,-0.13,1.22,14.15,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"8" ,3.426,3.532,3.646,15.13,83.76,29.17,29.25,13.35,0.219,0.088,-0.06,-1.03,3.420,3.423,3.664,3.666,-0.06,-1.03,0.93,14.61,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\90_G9.d" ,"9" ,7.106,7.296,7.505,19.79,287.17,100.00,38.26,45.76,0.399,0.299,-0.38,17.09,7.026,7.029,7.505,7.509,-0.38,17.09,1.77,27.71,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d"," DAD1 - B:Sig=260,4  Ref=360,60 92_G10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"1" ,0.361,0.384,0.399,3.11,4.07,1.41,6.89,0.65,0.039,0.022,-2.23,-1.39,0.356,0.360,0.402,0.403,-2.23,-1.39,0.89,1.39,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"2" ,0.407,0.432,0.489,3.63,10.82,3.76,8.04,1.73,0.082,0.063,-1.23,0.64,0.402,0.403,0.566,0.571,-1.23,0.56,6.18,2.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"3" ,0.572,0.593,0.641,45.10,59.07,20.50,100.00,9.45,0.070,0.017,-0.30,0.18,0.566,0.571,0.639,0.646,-0.31,-0.21,3.01,44.82,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"4" ,0.641,0.678,0.749,0.96,4.13,1.43,2.13,0.66,0.107,0.080,0.18,-0.06,0.639,0.646,0.766,0.768,-0.21,-0.06,1.86,0.80,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"5" ,1.163,1.235,1.379,10.59,49.24,17.09,23.49,7.88,0.215,0.073,-0.58,-0.46,1.147,1.163,1.378,1.381,-0.58,-0.46,1.57,10.06,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"6" ,3.195,3.327,3.484,18.07,123.99,43.03,40.05,19.84,0.289,0.109,-1.16,-0.33,3.176,3.179,3.483,3.486,-1.16,-0.33,1.24,17.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"7" ,3.487,3.579,3.688,17.85,85.59,29.70,39.58,13.69,0.201,0.075,-0.31,-1.11,3.483,3.486,3.723,3.725,-0.31,-1.11,1.09,17.18,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\92_G10.d" ,"8" ,7.102,7.292,7.505,20.03,288.15,100.00,44.41,46.10,0.404,0.299,-0.65,17.16,7.026,7.037,7.505,7.509,-0.65,17.16,1.85,27.78,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d"," DAD1 - B:Sig=260,4  Ref=360,60 93_G11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"1" ,0.364,0.384,0.399,2.92,3.63,1.26,5.41,0.57,0.035,0.021,-1.85,-1.13,0.357,0.359,0.401,0.403,-1.85,-1.13,0.90,1.49,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"2" ,0.409,0.431,0.546,3.61,13.19,4.57,6.69,2.07,0.138,0.057,-0.31,-0.02,0.401,0.403,0.556,0.561,-0.31,-0.02,5.03,3.35,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"3" ,0.559,0.578,0.600,53.97,54.17,18.78,100.00,8.48,0.040,0.015,-0.16,6.66,0.556,0.561,0.596,0.605,-0.16,-0.13,2.43,53.82,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"4" ,0.600,0.607,0.622,8.04,6.51,2.26,14.90,1.02,0.022,0.018,6.66,-0.11,0.596,0.605,0.622,0.624,-0.13,-0.11,1.00,7.92,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"5" ,0.624,0.644,0.747,1.08,4.36,1.51,2.01,0.68,0.123,0.076,-0.11,-0.01,0.622,0.624,0.754,0.759,-0.11,-0.01,5.19,0.99,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"6" ,1.107,1.195,1.316,8.28,49.81,17.27,15.35,7.80,0.209,0.101,-0.52,-0.14,1.088,1.097,1.316,1.319,-0.52,-0.14,1.27,7.92,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"7" ,3.105,3.251,3.411,16.22,128.53,44.56,30.06,20.13,0.306,0.128,-1.07,-0.09,3.095,3.100,3.410,3.413,-1.07,-0.10,1.23,15.62,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"8" ,3.418,3.527,3.656,16.36,90.01,31.20,30.31,14.09,0.237,0.087,-0.08,-1.20,3.410,3.413,3.655,3.657,-0.08,-1.20,0.96,15.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\93_G11.d" ,"9" ,7.102,7.295,7.505,19.90,288.46,100.00,36.87,45.17,0.403,0.299,-0.59,17.09,7.027,7.033,7.505,7.509,-0.59,17.09,1.78,27.75,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d"," DAD1 - B:Sig=260,4  Ref=360,60 94_G12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"1" ,0.364,0.385,0.398,2.67,3.24,1.12,5.56,0.51,0.034,0.020,-1.70,-0.91,0.357,0.359,0.401,0.402,-1.70,-0.91,0.85,1.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"2" ,0.402,0.430,0.561,4.46,18.47,6.41,9.29,2.89,0.159,0.064,-1.20,-0.19,0.401,0.402,0.559,0.563,-1.20,-0.19,5.78,3.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"3" ,0.566,0.586,0.635,48.02,58.76,20.38,100.00,9.19,0.069,0.016,-0.15,-0.45,0.559,0.563,0.635,0.636,-0.15,-0.45,3.18,47.78,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"4" ,1.135,1.203,1.338,10.33,47.76,16.56,21.50,7.47,0.202,0.074,-0.50,-0.29,1.134,1.136,1.334,1.339,-0.51,-0.29,1.54,9.89,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"5" ,3.119,3.256,3.417,17.99,130.80,45.36,37.47,20.45,0.297,0.112,-1.10,-0.23,3.109,3.112,3.416,3.418,-1.10,-1.18,1.31,16.85,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"6" ,3.424,3.529,3.662,16.68,92.11,31.94,34.73,14.40,0.239,0.085,-0.24,-1.25,3.422,3.425,3.674,3.684,-1.18,-1.25,1.01,15.46,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\94_G12.d" ,"7" ,7.101,7.299,7.505,19.72,288.38,100.00,41.08,45.09,0.405,0.298,-0.71,17.15,7.028,7.035,7.505,7.509,-0.71,17.15,1.70,27.77,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d"," DAD1 - B:Sig=260,4  Ref=360,60 95_H1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d" ,"1" ,0.403,0.431,0.558,4.16,16.85,5.87,6.35,2.35,0.154,0.058,-0.47,-0.11,0.402,0.404,0.557,0.560,-0.47,-0.11,5.11,3.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d" ,"2" ,0.562,0.578,0.601,65.56,67.02,23.33,100.00,9.33,0.039,0.015,0.13,8.30,0.557,0.560,0.597,0.606,0.13,0.10,2.41,65.68,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d" ,"3" ,0.601,0.608,0.624,9.75,8.49,2.96,14.87,1.18,0.024,0.019,8.30,0.47,0.597,0.606,0.622,0.630,0.10,0.09,1.13,9.85,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\95_H1.d" ,"4" ,0.624,0.641,0.768,1.18,5.01,1.75,1.80,0.70,0.143,0.069,0.47,-0.02,0.622,0.630,0.767,0.771,0.09,-0.02,5.11,1.26,,,  ,,,,,,,,,,,,
